"","season","HomeTeam","AwayTeam","HGGS","HGGC","AGGS","AGGC","HGH2H","AGH2H","HGS","HGAS","HGST","HGAST","AGS","AGAS","AGST","AGAST","FTHG","FTAG"
"7901","2016-17","Southampton","Middlesbrough",2,0.921,2,2,0.5,0.75,15.1052,10.5,5.0526,3.1316,2,2,2,2,1,0
"7909","2000-01","Southampton","Newcastle",1.4474,1.2632,1.1316,1.6578,1.5,0.75,10,5,4,2,5,10,2,4,2,0
"7910","2001-02","Southampton","Newcastle",1.3948,1.1578,1.0264,1.7632,1.5,0.5,10,5,4,2,5,10,2,4,3,1
"7911","2002-03","Southampton","Newcastle",1.3158,1.1578,1.3684,1.6316,1.25,0.25,11.3422,8.8158,4.8948,4.3422,12.579,9.7368,6.0264,4.7632,1,1
"7912","2003-04","Southampton","Newcastle",1.2632,1,1.6052,1.579,1,0.5,11.4736,9.7894,5.6316,4.7894,12.5526,10.9474,6.6052,5.4736,3,3
"7913","2004-05","Southampton","Newcastle",1.2894,0.8684,1.2106,1.5,1,1,13.079,11.6578,7.1842,6.4474,12.3422,10.079,6.6842,5.5264,1,2
"7914","2012-13","Southampton","Newcastle",2,2,1.1052,1.6842,1,1.25,2,2,2,2,13.2368,9.7106,7.1316,5.421,2,0
"7915","2013-14","Southampton","Newcastle",1.3684,1.2632,1.2632,1.8684,0.75,0.5,13.5264,8.8422,7.421,4.7894,14.4474,10.1578,7.7632,5.8948,4,0
"7916","2014-15","Southampton","Newcastle",1.5264,1.2368,1.079,1.7894,1.5,0,14.6316,8.5,6.3948,3.8422,13.8422,11.579,6.3158,5.2368,4,0
"7917","2015-16","Southampton","Newcastle",1.8158,0.9474,0.8948,1.7632,2,0,15.4474,8.6052,5.2632,2.7894,13.2368,11.6052,4.9474,3.8422,3,1
"7918","2017-18","Southampton","Newcastle",1.4736,1.1316,0.6316,2.1578,1.75,0.25,15.3948,11.3684,4.8948,3.1842,15.6842,8.9474,5.0526,3.2106,2,2
"7919","2018-19","Southampton","Newcastle",0.9736,1.2368,0.9474,1.579,1.25,0.75,14.5,11.2632,4.4474,3.3422,13.7368,11.8422,4.8422,4.1578,0,0
"7920","2019-20","Southampton","Newcastle",1.2368,1.4736,0.9474,1.3948,0.5,0.5,13.421,12.1842,4.3684,4.0264,14.3684,10.6052,4.7368,3.7106,0,1
"7923","2004-05","Southampton","Norwich",1.2894,0.8684,2,2,0.25,0.5,13.079,11.6578,7.1842,6.4474,2,2,2,2,4,3
"7924","2012-13","Southampton","Norwich",2,2,1.2632,1.8948,1.25,1,2,2,2,2,15.5264,11.4736,9.421,6,1,1
"7925","2013-14","Southampton","Norwich",1.3684,1.2632,1.0526,1.9474,1.25,1,13.5264,8.8422,7.421,4.7894,14.421,9.8684,8.421,5.079,4,2
"7926","2015-16","Southampton","Norwich",1.8158,0.9474,0.579,2.3158,1.25,0.75,15.4474,8.6052,5.2632,2.7894,18.0526,10.4736,6.2106,3.6316,3,0
"7927","2019-20","Southampton","Norwich",1.2368,1.4736,2,2,1.75,0.5,13.421,12.1842,4.3684,4.0264,2,2,2,2,2,1
"7933","2003-04","Southampton","Portsmouth",1.2632,1,2,2,0.25,0.25,11.4736,9.7894,5.6316,4.7894,2,2,2,2,3,0
"7934","2004-05","Southampton","Portsmouth",1.2894,0.8684,0.6316,1.8422,1,1,13.079,11.6578,7.1842,6.4474,12.6316,8.8422,7.2106,4.3684,2,1
"7938","2012-13","Southampton","QPR",2,2,1,2.1578,1,0.25,2,2,2,2,16.8948,11.7894,10.2632,6.8948,1,2
"7939","2014-15","Southampton","QPR",1.5264,1.2368,0.8948,1.6842,0.75,0.5,14.6316,8.5,6.3948,3.8422,15.8948,10.5264,9.579,5.8948,2,1
"7940","2012-13","Southampton","Reading",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,1,0
"7942","2019-20","Southampton","Sheffield United",1.2368,1.4736,2,2,1,1,13.421,12.1842,4.3684,4.0264,2,2,2,2,3,1
"7950","2012-13","Southampton","Stoke",2,2,0.6842,1.6578,0.25,0.25,2,2,2,2,13.2894,8.079,7.7368,3.421,1,1
"7951","2013-14","Southampton","Stoke",1.3684,1.2632,0.6316,1.4736,1,1,13.5264,8.8422,7.421,4.7894,14.2632,7.8158,8.2368,3.421,2,2
"7952","2014-15","Southampton","Stoke",1.5264,1.2368,0.8158,1.5264,0.75,0.75,14.6316,8.5,6.3948,3.8422,15.6316,8.8158,6.921,3.6052,1,0
"7953","2015-16","Southampton","Stoke",1.8158,0.9474,0.8948,1.5264,0.75,0.5,15.4474,8.6052,5.2632,2.7894,14.7106,9.9736,4.8158,3.2106,0,1
"7954","2016-17","Southampton","Stoke",2,0.921,0.921,1.421,0.25,0.25,15.1052,10.5,5.0526,3.1316,14.421,10.3158,4.4736,3.2632,0,1
"7955","2017-18","Southampton","Stoke",1.4736,1.1316,0.9474,1.6578,0,0.5,15.3948,11.3684,4.8948,3.1842,15.579,10.421,5.1316,3.2632,0,0
"7958","2000-01","Southampton","Sunderland",1.4474,1.2632,1.5264,2.0526,1,0.5,10,5,4,2,5,10,2,4,0,1
"7959","2001-02","Southampton","Sunderland",1.3948,1.1578,1.3422,1.6842,0.25,0.75,10,5,4,2,5,10,2,4,2,0
"7960","2002-03","Southampton","Sunderland",1.3158,1.1578,0.8684,1.579,0.5,0.25,11.3422,8.8158,4.8948,4.3422,12.8158,9.5526,6.1052,4,2,1
"7961","2012-13","Southampton","Sunderland",2,2,1.0264,1.5264,1,0.25,2,2,2,2,15.421,10.6052,8.7106,5.5,0,1
"7962","2013-14","Southampton","Sunderland",1.3684,1.2632,1.0526,1.6842,0.5,0.5,13.5264,8.8422,7.421,4.7894,16.5264,9.079,9.6316,5.2894,1,1
"7963","2014-15","Southampton","Sunderland",1.5264,1.2368,1.079,1.7894,0.25,0.5,14.6316,8.5,6.3948,3.8422,17.5264,9.2894,8.079,4.1316,8,0
"7964","2015-16","Southampton","Sunderland",1.8158,0.9474,0.921,1.5526,2.25,0.25,15.4474,8.6052,5.2632,2.7894,18.8158,10.2894,6.3158,3.5526,1,1
"7965","2016-17","Southampton","Sunderland",2,0.921,1.0526,1.7894,2.25,0.25,15.1052,10.5,5.0526,3.1316,17.5526,10.0526,6.1842,3.7632,1,1
"7966","2012-13","Southampton","Swansea",2,2,0.8948,1.7368,0.25,0.25,2,2,2,2,15.3684,10.3684,8.579,6.0526,1,1
"7967","2013-14","Southampton","Swansea",1.3684,1.2632,0.9474,1.5264,1,1,13.5264,8.8422,7.421,4.7894,15.579,10,8.8684,5.7106,2,0
"7968","2014-15","Southampton","Swansea",1.5264,1.2368,1.0526,1.3948,0.75,0.25,14.6316,8.5,6.3948,3.8422,14.5,11.2632,6.7368,4.4736,0,1
"7969","2015-16","Southampton","Swansea",1.8158,0.9474,1.0526,1.4474,0.5,0.25,15.4474,8.6052,5.2632,2.7894,15.1052,11.421,5.1052,3.4736,3,1
"7970","2016-17","Southampton","Swansea",2,0.921,1.079,1.5526,0.75,0.5,15.1052,10.5,5.0526,3.1316,16.2368,10.6052,5.579,3.6316,1,0
"7971","2017-18","Southampton","Swansea",1.4736,1.1316,1.0526,1.7894,1,0.25,15.3948,11.3684,4.8948,3.1842,15.0264,10.0264,5.4736,3.6052,0,0
"7980","2000-01","Southampton","Tottenham",1.4474,1.2632,0.9474,1.2368,0.25,0.5,10,5,4,2,5,10,2,4,2,0
"7981","2001-02","Southampton","Tottenham",1.3948,1.1578,0.8684,1.6052,0.5,0.25,10,5,4,2,5,10,2,4,1,0
"7982","2002-03","Southampton","Tottenham",1.3158,1.1578,0.8684,1.7632,0.75,0,11.3422,8.8158,4.8948,4.3422,13.2894,8.6316,6.921,3.9474,1,0
"7983","2003-04","Southampton","Tottenham",1.2632,1,1,1.6316,0.5,0,11.4736,9.7894,5.6316,4.7894,13.2894,8.8948,7.5526,4.3422,1,0
"7984","2004-05","Southampton","Tottenham",1.2894,0.8684,0.921,1.6578,0.5,0,13.079,11.6578,7.1842,6.4474,14.1578,8.6578,8.4474,4.7632,1,0
"7985","2012-13","Southampton","Tottenham",2,2,1.3684,1.3422,0.5,0,2,2,2,2,14.0264,13.6842,7.9736,7.7106,1,2
"7986","2013-14","Southampton","Tottenham",1.3684,1.2632,1.6842,1.3684,0.5,0.5,13.5264,8.8422,7.421,4.7894,11.1842,14.579,6.5264,8.579,2,3
"7987","2014-15","Southampton","Tottenham",1.5264,1.2368,1.6316,1.4736,0.75,1.25,14.6316,8.5,6.3948,3.8422,10.6578,14.6842,4.6316,6.6842,2,2
"7988","2015-16","Southampton","Tottenham",1.8158,0.9474,1.3684,1.5,1,1.25,15.4474,8.6052,5.2632,2.7894,13.2632,13.6578,4.6052,4.5526,0,2
"7989","2016-17","Southampton","Tottenham",2,0.921,1.6052,1.2894,0.5,1,15.1052,10.5,5.0526,3.1316,13.3422,13.7368,4.1316,4.921,1,4
"7990","2017-18","Southampton","Tottenham",1.4736,1.1316,1.921,0.9736,0.25,1.5,15.3948,11.3684,4.8948,3.1842,11.3422,15.421,3.421,5.6578,1,1
"7991","2018-19","Southampton","Tottenham",0.9736,1.2368,1.921,0.9736,0.5,1.25,14.5,11.2632,4.4474,3.3422,10.0526,14.8684,3.421,5.4474,2,1
"7992","2019-20","Southampton","Tottenham",1.2368,1.4736,1.7632,1.1316,0.75,0.5,13.421,12.1842,4.3684,4.0264,11.2894,13.079,3.6842,4.7632,1,0
"7994","2015-16","Southampton","Watford",1.8158,0.9474,2,2,1,1,15.4474,8.6052,5.2632,2.7894,2,2,2,2,2,0
"7995","2016-17","Southampton","Watford",2,0.921,1.0526,1.6316,1,0,15.1052,10.5,5.0526,3.1316,15.3158,10.2632,5.2632,3.2632,1,1
"7996","2017-18","Southampton","Watford",1.4736,1.1316,0.921,1.8422,0.75,0.25,15.3948,11.3684,4.8948,3.1842,15.5264,10.079,5.4736,3.3948,0,2
"7997","2018-19","Southampton","Watford",0.9736,1.2368,0.8422,1.8948,0.25,0.75,14.5,11.2632,4.4474,3.3422,13.2368,10.3158,4.921,3.3948,1,1
"7998","2019-20","Southampton","Watford",1.2368,1.4736,1.1316,1.6842,0.25,0.75,13.421,12.1842,4.3684,4.0264,12.579,10.8948,4.6316,3.421,2,1
"7999","2002-03","Southampton","West Brom",1.3158,1.1578,2,2,0.25,0.25,11.3422,8.8158,4.8948,4.3422,2,2,2,2,1,0
"8000","2004-05","Southampton","West Brom",1.2894,0.8684,0.6316,1.6316,1,1,13.079,11.6578,7.1842,6.4474,14.3158,9.4736,8.3684,4.6842,2,2
"8001","2012-13","Southampton","West Brom",2,2,1.3158,1.8684,0.75,0.5,2,2,2,2,14.2894,11.8948,7.6316,6.3948,0,3
"8002","2013-14","Southampton","West Brom",1.3684,1.2632,1.1842,1.6316,0.5,1.25,13.5264,8.8422,7.421,4.7894,15.7368,10.7632,8.4474,6.079,1,0
"8003","2014-15","Southampton","West Brom",1.5264,1.2368,1.0526,1.6842,0.25,0.75,14.6316,8.5,6.3948,3.8422,15.3158,11.079,7,4.6842,0,0
"8004","2015-16","Southampton","West Brom",1.8158,0.9474,0.8684,1.5,0.25,0,15.4474,8.6052,5.2632,2.7894,15.6052,10.4736,5.4474,3.1842,3,0
"8005","2016-17","Southampton","West Brom",2,0.921,0.7368,1.2368,0.75,0,15.1052,10.5,5.0526,3.1316,16.921,8.8684,5.3684,2.6052,1,2
"8006","2017-18","Southampton","West Brom",1.4736,1.1316,0.7894,1.3422,1,0.5,15.3948,11.3684,4.8948,3.1842,15.5526,9.1316,4.6316,2.5264,1,0
"8014","2000-01","Southampton","West Ham",1.4474,1.2632,0.8948,1.5,0.75,0.25,10,5,4,2,5,10,2,4,2,3
"8015","2001-02","Southampton","West Ham",1.3948,1.1578,1.079,1.579,1,1,10,5,4,2,5,10,2,4,2,0
"8016","2002-03","Southampton","West Ham",1.3158,1.1578,0.9736,1.921,1,0.75,11.3422,8.8158,4.8948,4.3422,14.1052,9.3948,7,4.421,1,1
"8017","2012-13","Southampton","West Ham",2,2,1,2.0526,0.75,0.25,2,2,2,2,15.8948,11.1052,9.1052,5.6316,1,1
"8018","2013-14","Southampton","West Ham",1.3684,1.2632,0.579,1.6316,0.5,0.5,13.5264,8.8422,7.421,4.7894,16.421,10.1052,10.0526,5.3684,0,0
"8019","2014-15","Southampton","West Ham",1.5264,1.2368,0.6842,1.4736,0.25,0.25,14.6316,8.5,6.3948,3.8422,18,9.7106,7.9736,3.921,0,0
"8020","2015-16","Southampton","West Ham",1.8158,0.9474,0.8948,1.421,0,0,15.4474,8.6052,5.2632,2.7894,18.7106,10.1578,5.6842,3.0526,1,0
"8021","2016-17","Southampton","West Ham",2,0.921,1.3158,1.421,0.25,0,15.1052,10.5,5.0526,3.1316,16.5264,11.921,5.1052,3.8948,1,3
"8022","2017-18","Southampton","West Ham",1.4736,1.1316,1.5526,1.5264,0.5,0.75,15.3948,11.3684,4.8948,3.1842,15.0264,12.3684,4.8158,3.9736,3,2
"8023","2018-19","Southampton","West Ham",0.9736,1.2368,1.3684,1.9736,1,1.25,14.5,11.2632,4.4474,3.3422,16.2368,10.2106,5.4736,3.7106,1,2
"8024","2019-20","Southampton","West Ham",1.2368,1.4736,1.1578,1.8422,1,1,13.421,12.1842,4.3684,4.0264,16.921,9.421,6,3.6316,0,1
"8025","2012-13","Southampton","Wigan",2,2,1,1.6316,0.25,0.25,2,2,2,2,14.421,10.5,8.1052,5.8684,0,2
"8033","2003-04","Southampton","Wolves",1.2632,1,2,2,0.25,0.25,11.4736,9.7894,5.6316,4.7894,2,2,2,2,2,0
"8034","2018-19","Southampton","Wolves",0.9736,1.2368,2,2,1,1,14.5,11.2632,4.4474,3.3422,2,2,2,2,3,1
"8035","2019-20","Southampton","Wolves",1.2368,1.4736,1,1.3158,1.25,0.25,13.421,12.1842,4.3684,4.0264,12.2106,10.8948,4,3.4736,2,3
"8036","2008-09","Stoke","Arsenal",2,2,1.5,1.0264,0.25,0.25,2,2,2,2,10.1578,12.921,5.1842,6.421,2,1
"8037","2009-10","Stoke","Arsenal",1.1578,0.7894,1.9474,1.079,1,1,8.7894,9.7368,4.2632,4.8948,10.0526,13.2368,5.3684,7.3422,1,3
"8038","2010-11","Stoke","Arsenal",1.2106,0.9474,1.8948,1.2368,0.75,1,9.2368,10.5,4.6316,5.8158,10.0264,13.2632,5.421,7.421,3,1
"8039","2011-12","Stoke","Arsenal",1.4474,1.0264,1.9474,1.421,1,1,11.4474,11.2894,5.9474,6.6052,10.2106,13.9736,5.7632,7.8422,1,1
"8040","2012-13","Stoke","Arsenal",1.4736,1,1.9474,1.579,1,0.5,11.6578,11.7894,5.921,6.7368,11.0264,14.2632,6.1842,8.5,0,0
"8041","2013-14","Stoke","Arsenal",1.2106,1.1052,1.579,1.2106,0.25,0.25,10.0264,11.3948,4.8948,6.5,11.079,13.3158,5.9736,8.2368,1,0
"8042","2014-15","Stoke","Arsenal",1.2632,1.0264,1.5,1.1578,0.25,0,11.2632,11.3422,4.3948,4.7894,12.1842,12.6316,5.421,6.3684,3,2
"8043","2015-16","Stoke","Arsenal",1.5526,1.0264,1.6316,1.3684,1,0.5,14.3948,11.6052,4.0264,3.6578,13.0264,12.9474,4.5,4.8158,0,0
"8044","2016-17","Stoke","Arsenal",1.421,1.2106,1.6842,1.2368,0.75,0.5,13.8684,11.5526,3.7368,3.9474,12.7894,13.2106,4.0264,4.7894,1,4
"8045","2017-18","Stoke","Arsenal",1.2106,1.2632,1.8948,1.3948,0.25,1,11.7894,12.6052,3.7632,4.2894,12.6578,12.7632,4.3684,4.7632,1,0
"8046","2008-09","Stoke","Aston Villa",2,2,1.579,1.4736,0.25,0.25,2,2,2,2,13.2368,10.0264,6.8948,5.8422,3,2
"8047","2009-10","Stoke","Aston Villa",1.1578,0.7894,1.6842,1.4736,1,1,8.7894,9.7368,4.2632,4.8948,13.0264,9.5526,7.2632,5.6052,0,0
"8048","2010-11","Stoke","Aston Villa",1.2106,0.9474,1.3158,1.3158,0.75,0.5,9.2368,10.5,4.6316,5.8158,14.1316,9.6578,8.079,5.5526,2,1
"8049","2011-12","Stoke","Aston Villa",1.4474,1.0264,1.1842,1.6578,0.5,0.25,11.4474,11.2894,5.9474,6.6052,14.9736,10.7368,8.6052,6.1578,0,0
"8050","2012-13","Stoke","Aston Villa",1.4736,1,1.0264,1.7894,0.5,0.25,11.6578,11.7894,5.921,6.7368,15.4736,10.1052,8.5264,5.5526,1,3
"8051","2013-14","Stoke","Aston Villa",1.2106,1.1052,1.079,1.8158,0.25,0.75,10.0264,11.3948,4.8948,6.5,16.1578,9.3422,8.3684,5.1578,2,1
"8052","2014-15","Stoke","Aston Villa",1.2632,1.0264,1.079,1.921,0.75,1,11.2632,11.3422,4.3948,4.7894,15.5526,9.8158,6.579,4.2106,0,1
"8053","2015-16","Stoke","Aston Villa",1.5526,1.0264,0.7894,1.6842,0.5,0.5,14.3948,11.6052,4.0264,3.6578,14.1842,10.2368,4.7632,3.1842,2,1
"8054","2009-10","Stoke","Birmingham",1.1578,0.7894,0.8422,2.0526,0.25,0.25,8.7894,9.7368,4.2632,4.8948,14.8422,7.1578,7.8948,3.8422,0,1
"8055","2010-11","Stoke","Birmingham",1.2106,0.9474,1,1.7894,1,1,9.2368,10.5,4.6316,5.8158,15.8948,9.2632,9.579,5.8422,3,2
"8056","2008-09","Stoke","Blackburn",2,2,1.1842,1.5264,0.25,0.25,2,2,2,2,13.3948,10.079,7.8684,5.5,1,0
"8057","2009-10","Stoke","Blackburn",1.1578,0.7894,1.1052,1.7368,1,1,8.7894,9.7368,4.2632,4.8948,11.8158,10.3158,6.7106,5.9474,3,0
"8058","2010-11","Stoke","Blackburn",1.2106,0.9474,0.8158,1.9474,1,0,9.2368,10.5,4.6316,5.8158,12.6578,10,7.2632,5.3948,1,0
"8059","2011-12","Stoke","Blackburn",1.4474,1.0264,0.9736,2.1052,1,0,11.4474,11.2894,5.9474,6.6052,14.8948,8.8948,8.6842,4.8684,3,1
"8060","2010-11","Stoke","Blackpool",1.2106,0.9474,2,2,0.25,0.25,9.2368,10.5,4.6316,5.8158,2,2,2,2,0,1
"8061","2008-09","Stoke","Bolton",2,2,0.8948,1.7894,0.25,0.25,2,2,2,2,13.1052,8.2368,7,4.3684,2,0
"8062","2009-10","Stoke","Bolton",1.1578,0.7894,0.8684,1.7894,1,1,8.7894,9.7368,4.2632,4.8948,15.3948,9.079,8.8158,5,1,2
"8063","2010-11","Stoke","Bolton",1.2106,0.9474,0.9474,1.7894,0.75,0.5,9.2368,10.5,4.6316,5.8158,15.8684,9.9474,8.6578,5.079,2,0
"8064","2011-12","Stoke","Bolton",1.4474,1.0264,0.8948,1.7894,0.75,0.5,11.4474,11.2894,5.9474,6.6052,14.921,11.1052,7.8948,5.5526,2,2
"8065","2015-16","Stoke","Bournemouth",1.5526,1.0264,2,2,0.25,0.25,14.3948,11.6052,4.0264,3.6578,2,2,2,2,2,1
"8066","2016-17","Stoke","Bournemouth",1.421,1.2106,1.1578,1.7368,1,1,13.8684,11.5526,3.7368,3.9474,12.5264,11.579,4.1578,3.2106,0,1
"8067","2017-18","Stoke","Bournemouth",1.2106,1.2632,1.1052,1.8684,0.5,0.5,11.7894,12.6052,3.7632,4.2894,14.6316,10.8684,5.079,3.421,1,2
"8068","2017-18","Stoke","Brighton",1.2106,1.2632,2,2,0.25,0.25,11.7894,12.6052,3.7632,4.2894,2,2,2,2,1,1
"8069","2009-10","Stoke","Burnley",1.1578,0.7894,2,2,0.25,0.25,8.7894,9.7368,4.2632,4.8948,2,2,2,2,2,0
"8070","2014-15","Stoke","Burnley",1.2632,1.0264,2,2,1,1,11.2632,11.3422,4.3948,4.7894,2,2,2,2,1,2
"8071","2016-17","Stoke","Burnley",1.421,1.2106,0.7368,1.6842,0.75,0.5,13.8684,11.5526,3.7368,3.9474,17.7368,10.3684,5.6842,2.8948,2,0
"8072","2017-18","Stoke","Burnley",1.2106,1.2632,0.6842,1.8422,0.75,0.5,11.7894,12.6052,3.7632,4.2894,19.6316,9.4736,6.6842,2.9474,1,1
"8073","2013-14","Stoke","Cardiff",1.2106,1.1052,2,2,0.25,0.25,10.0264,11.3948,4.8948,6.5,2,2,2,2,0,0
"8074","2008-09","Stoke","Chelsea",2,2,1.4736,0.6842,0.25,0.25,2,2,2,2,10.5,12.0526,4.9736,6.4474,0,2
"8075","2009-10","Stoke","Chelsea",1.1578,0.7894,1.6842,0.6578,1,1,8.7894,9.7368,4.2632,4.8948,11.4736,13.421,6.1578,7.5,1,2
"8076","2010-11","Stoke","Chelsea",1.2106,0.9474,1.8422,0.7894,0.25,1,9.2368,10.5,4.6316,5.8158,9.8684,15.579,5.4736,8.4736,1,1
"8077","2011-12","Stoke","Chelsea",1.4474,1.0264,1.7106,1,0.5,0.75,11.4474,11.2894,5.9474,6.6052,9.421,16.2894,5.1578,8.6316,0,0
"8078","2012-13","Stoke","Chelsea",1.4736,1,1.421,1.1052,0.25,0.25,11.6578,11.7894,5.921,6.7368,11.3158,15.7106,6.5,8.6052,0,4
"8079","2013-14","Stoke","Chelsea",1.2106,1.1052,1.5264,1.1842,0,1,10.0264,11.3948,4.8948,6.5,12.7632,13.3684,7.5264,7.6316,3,2
"8080","2014-15","Stoke","Chelsea",1.2632,1.0264,1.6316,1.0264,0.75,1.5,11.2632,11.3422,4.3948,4.7894,12.6842,14.3684,5.6052,5.9474,0,2
"8081","2015-16","Stoke","Chelsea",1.5526,1.0264,1.7106,1.0264,0.75,1,14.3948,11.6052,4.0264,3.6578,12.3948,14.9736,3.6316,4.7632,1,0
"8082","2016-17","Stoke","Chelsea",1.421,1.2106,1.6842,1.2106,0.25,0.5,13.8684,11.5526,3.7368,3.9474,12.4736,12.4736,4.1052,4.421,1,2
"8083","2017-18","Stoke","Chelsea",1.2106,1.2632,1.5,1.0264,0.5,0.5,11.7894,12.6052,3.7632,4.2894,10.7368,12.8422,3.5,4.2894,0,4
"8084","2013-14","Stoke","Crystal Palace",1.2106,1.1052,2,2,0.25,0.25,10.0264,11.3948,4.8948,6.5,2,2,2,2,2,1
"8085","2014-15","Stoke","Crystal Palace",1.2632,1.0264,0.7894,1.3158,1,1,11.2632,11.3422,4.3948,4.7894,14.0526,10.4736,4.6842,3.5264,1,2
"8086","2015-16","Stoke","Crystal Palace",1.5526,1.0264,1.079,1.2894,0.75,0.75,14.3948,11.6052,4.0264,3.6578,15.2106,10.3684,4.3684,3.421,1,2
"8087","2016-17","Stoke","Crystal Palace",1.421,1.2106,1.2106,1.3684,0.5,1,13.8684,11.5526,3.7368,3.9474,16.8422,10.6842,4.5264,3.3158,1,0
"8088","2017-18","Stoke","Crystal Palace",1.2106,1.2632,1.2106,1.7368,0.5,0.5,11.7894,12.6052,3.7632,4.2894,16.3158,11.1842,5.0526,3.3422,1,2
"8089","2008-09","Stoke","Everton",2,2,1.0526,0.921,0.25,0.25,2,2,2,2,13.3422,9.2632,6.579,4.921,2,3
"8090","2009-10","Stoke","Everton",1.1578,0.7894,1.1842,0.8684,1,1,8.7894,9.7368,4.2632,4.8948,12.5526,9.579,6.2894,5.3684,0,0
"8091","2010-11","Stoke","Everton",1.2106,0.9474,1.2894,1.1842,0.5,0.75,9.2368,10.5,4.6316,5.8158,12.2368,10.7632,6.7894,6.5,2,0
"8092","2011-12","Stoke","Everton",1.4474,1.0264,1.1842,1.3158,0.5,0,11.4474,11.2894,5.9474,6.6052,12.5526,11.5,7.0526,7.0526,1,1
"8093","2012-13","Stoke","Everton",1.4736,1,1.1052,1.2368,0.75,0.25,11.6578,11.7894,5.921,6.7368,12.7368,11.1578,6.921,6.1842,1,1
"8094","2013-14","Stoke","Everton",1.2106,1.1052,1.1578,1.2632,0.5,0.5,10.0264,11.3948,4.8948,6.5,12.3684,12.1578,6.9474,6.7368,1,1
"8095","2014-15","Stoke","Everton",1.2632,1.0264,1.1842,1.1316,0.5,0.5,11.2632,11.3422,4.3948,4.7894,13.079,13.2632,5.7632,5.8948,2,0
"8096","2015-16","Stoke","Everton",1.5526,1.0264,1.1578,1.2894,0.75,0.25,14.3948,11.6052,4.0264,3.6578,13.9474,12.1578,4.079,4.1316,0,3
"8097","2016-17","Stoke","Everton",1.421,1.2106,1.1842,1.421,0.5,0.75,13.8684,11.5526,3.7368,3.9474,15.3422,11.2632,4.6052,4.2632,1,1
"8098","2017-18","Stoke","Everton",1.2106,1.2632,1.1578,1.3948,0.25,1,11.7894,12.6052,3.7632,4.2894,14.9474,11.421,5.0526,4.2368,1,2
"8099","2008-09","Stoke","Fulham",2,2,0.9474,1.8684,0.25,0.25,2,2,2,2,14.0264,9.0264,7.2106,4.5,0,0
"8100","2009-10","Stoke","Fulham",1.1578,0.7894,0.7106,1.2368,1,1,8.7894,9.7368,4.2632,4.8948,13.8158,10.079,7.1052,5.0264,3,2
"8101","2010-11","Stoke","Fulham",1.2106,0.9474,0.6052,1.2894,0.75,0.5,9.2368,10.5,4.6316,5.8158,14.0526,9.3422,7.4736,4.8422,0,2
"8102","2011-12","Stoke","Fulham",1.4474,1.0264,0.8158,1.3422,0.75,1,11.4474,11.2894,5.9474,6.6052,13.6842,9.7894,7.4736,5.1316,2,0
"8103","2012-13","Stoke","Fulham",1.4736,1,0.8158,1.1842,0.5,0.5,11.6578,11.7894,5.921,6.7368,14.3422,10.6316,7.8948,5.7368,1,0
"8104","2013-14","Stoke","Fulham",1.2106,1.1052,0.8948,1.4474,0.75,0,10.0264,11.3948,4.8948,6.5,16.2894,9.3422,8.9736,5.5526,4,1
"8105","2017-18","Stoke","Huddersfield",1.2106,1.2632,2,2,0.25,0.25,11.7894,12.6052,3.7632,4.2894,2,2,2,2,2,0
"8106","2008-09","Stoke","Hull",2,2,2,2,0.25,0.25,2,2,2,2,2,2,2,2,1,1
"8107","2009-10","Stoke","Hull",1.1578,0.7894,1.1052,1.4736,1,1,8.7894,9.7368,4.2632,4.8948,16.4736,10.8422,8.8422,5.6842,2,0
"8108","2013-14","Stoke","Hull",1.2106,1.1052,2,2,0.75,0.25,10.0264,11.3948,4.8948,6.5,2,2,2,2,1,0
"8109","2014-15","Stoke","Hull",1.2632,1.0264,0.9474,1.6842,0.75,0,11.2632,11.3422,4.3948,4.7894,15.2632,9.421,4.7368,2.9474,1,0
"8110","2016-17","Stoke","Hull",1.421,1.2106,0.7368,1.421,0.5,0,13.8684,11.5526,3.7368,3.9474,14.2632,9.7894,4.3684,2.7894,3,1
"8111","2014-15","Stoke","Leicester",1.2632,1.0264,2,2,0.25,0.25,11.2632,11.3422,4.3948,4.7894,2,2,2,2,0,1
"8112","2015-16","Stoke","Leicester",1.5526,1.0264,0.9474,1.7368,1,1,14.3948,11.6052,4.0264,3.6578,16.6842,9.579,5.3158,2.8422,2,2
"8113","2016-17","Stoke","Leicester",1.421,1.2106,1.3422,1.3422,0.5,0.75,13.8684,11.5526,3.7368,3.9474,15.8422,11.2894,4.6052,3.8422,2,2
"8114","2017-18","Stoke","Leicester",1.2106,1.2632,1.3158,1.4736,1,1,11.7894,12.6052,3.7632,4.2894,15.3158,11.5526,4.579,4.0526,2,2
"8115","2008-09","Stoke","Liverpool",2,2,1.1052,0.921,0.25,0.25,2,2,2,2,8.079,13.7106,4.1052,7.1052,0,0
"8116","2009-10","Stoke","Liverpool",1.1578,0.7894,1.579,0.7632,1,1,8.7894,9.7368,4.2632,4.8948,8.1316,13.7894,4.1052,7.2368,1,1
"8117","2010-11","Stoke","Liverpool",1.2106,0.9474,1.421,0.8948,0.25,0.25,9.2368,10.5,4.6316,5.8158,9,12.1842,4.8684,6.5526,2,0
