"","season","HomeTeam","AwayTeam","HGGS","HGGC","AGGS","AGGC","HGH2H","AGH2H","HGS","HGAS","HGST","HGAST","AGS","AGAS","AGST","AGAST","FTHG","FTAG"
"3232","2010-11","Everton","Arsenal",1.7368,1.079,1.8948,1.2368,0.5,1.75,13.7894,10.0526,7.6842,5.7368,10.0264,13.2632,5.421,7.421,1,2
"3233","2011-12","Everton","Arsenal",1.7368,1.1578,1.9474,1.421,0.5,2,15.3158,10.1578,8.5526,5.5264,10.2106,13.9736,5.7632,7.8422,0,1
"3234","2012-13","Everton","Arsenal",1.5526,1,1.9474,1.579,0.25,0.75,14.7106,9.8684,8,5.3158,11.0264,14.2632,6.1842,8.5,1,1
"3235","2013-14","Everton","Arsenal",1.6052,0.8422,1.579,1.2106,0.25,0.5,15.079,9.421,8.3684,5.2894,11.079,13.3158,5.9736,8.2368,3,0
"3236","2014-15","Everton","Arsenal",1.8684,0.9474,1.5,1.1578,1,0.25,16.2368,10.7368,7.6842,4.5264,12.1842,12.6316,5.421,6.3684,2,2
"3237","2015-16","Everton","Arsenal",1.7106,1.0526,1.6316,1.3684,1.25,0.5,15.3158,12.1578,5.3684,3.3158,13.0264,12.9474,4.5,4.8158,0,2
"3238","2016-17","Everton","Arsenal",1.6316,1.3422,1.6842,1.2368,0.5,1,14.421,12.3422,4.7106,3.6316,12.7894,13.2106,4.0264,4.7894,2,1
"3239","2017-18","Everton","Arsenal",2.0264,1.2106,1.8948,1.3948,0.5,0.75,14.6316,11.2632,5.421,3.7106,12.6578,12.7632,4.3684,4.7632,2,5
"3240","2018-19","Everton","Arsenal",1.8422,1,1.5264,1.5526,1,1.5,12.2632,11.4474,4.5264,3.6578,12.3684,12.7894,4.3684,4.5526,1,0
"3241","2019-20","Everton","Arsenal",1.5264,1.1316,1.3422,1.7368,0.75,1.25,12.3158,11.3422,3.8158,3.921,13.5526,12.1052,4.921,4.2368,0,0
"3249","2000-01","Everton","Aston Villa",1.5264,0.8684,1.079,1.079,0,0,10,5,4,2,5,10,2,4,0,1
"3250","2001-02","Everton","Aston Villa",1.7106,1.2632,1.1052,1.2106,0,0.25,10,5,4,2,5,10,2,4,3,2
"3251","2002-03","Everton","Aston Villa",1.4474,1.3158,1.1316,1.3948,0.75,0.75,11.8948,8.6316,6.079,4,12.0526,9.5264,5.7106,4.6052,2,1
"3252","2003-04","Everton","Aston Villa",1.421,1.1052,1.079,1.6578,1.25,0.75,12.2894,9.4736,6.5526,4.5526,12.921,10.921,6.4736,5.2894,2,0
"3253","2004-05","Everton","Aston Villa",1.4474,1.0264,1.079,1.5264,1,0.25,13.3158,10.6578,7.1578,5.5526,13.1842,11.1578,6.9736,5.3422,1,1
"3254","2005-06","Everton","Aston Villa",1.3422,0.921,1.1316,1.579,0.75,0.25,12.7368,11.3948,6.3948,6.0526,13.6316,10.2894,7.2632,5.1316,4,1
"3255","2006-07","Everton","Aston Villa",1.2106,0.9736,1.079,1.8422,1.25,0.5,11.8158,11.6052,6.1316,5.921,13.7894,9.2632,7.4736,4.8422,0,1
"3256","2007-08","Everton","Aston Villa",1.4474,1.0264,1.1842,1.6316,1,0.5,11.6052,12.0526,6.2368,5.8158,13.7106,9.1578,7.1578,5.0264,2,2
"3257","2008-09","Everton","Aston Villa",1.7632,0.8948,1.579,1.4736,0.5,0.75,12.1316,11,6.4736,5.5,13.2368,10.0264,6.8948,5.8422,2,3
"3258","2009-10","Everton","Aston Villa",1.7106,0.9736,1.6842,1.4736,1,1.25,12.6052,9.921,6.8948,5.3948,13.0264,9.5526,7.2632,5.6052,1,1
"3259","2010-11","Everton","Aston Villa",1.7368,1.079,1.3158,1.3158,0.75,1,13.7894,10.0526,7.6842,5.7368,14.1316,9.6578,8.079,5.5526,2,2
"3260","2011-12","Everton","Aston Villa",1.7368,1.1578,1.1842,1.6578,0.75,0.75,15.3158,10.1578,8.5526,5.5264,14.9736,10.7368,8.6052,6.1578,2,2
"3261","2012-13","Everton","Aston Villa",1.5526,1,1.0264,1.7894,1,1,14.7106,9.8684,8,5.3158,15.4736,10.1052,8.5264,5.5526,3,3
"3262","2013-14","Everton","Aston Villa",1.6052,0.8422,1.079,1.8158,1.25,1.25,15.079,9.421,8.3684,5.2894,16.1578,9.3422,8.3684,5.1578,2,1
"3263","2014-15","Everton","Aston Villa",1.8684,0.9474,1.079,1.921,1.25,1,16.2368,10.7368,7.6842,4.5264,15.5526,9.8158,6.579,4.2106,3,0
"3264","2015-16","Everton","Aston Villa",1.7106,1.0526,0.7894,1.6842,1.25,0.25,15.3158,12.1578,5.3684,3.3158,14.1842,10.2368,4.7632,3.1842,4,0
"3265","2019-20","Everton","Aston Villa",1.5264,1.1316,2,2,1.75,0,12.3158,11.3422,3.8158,3.921,2,2,2,2,1,1
"3267","2002-03","Everton","Birmingham",1.4474,1.3158,2,2,0.25,0.25,11.8948,8.6316,6.079,4,2,2,2,2,1,1
"3268","2003-04","Everton","Birmingham",1.421,1.1052,0.8422,1.3684,1,1,12.2894,9.4736,6.5526,4.5526,12.9474,8.1052,6.6842,3.579,1,0
"3269","2004-05","Everton","Birmingham",1.4474,1.0264,0.8684,1.3158,0.5,0.25,13.3158,10.6578,7.1578,5.5526,12.6578,7.8158,6.6842,3.6316,1,1
"3270","2005-06","Everton","Birmingham",1.3422,0.921,0.8684,1.4474,0.5,0.25,12.7368,11.3948,6.3948,6.0526,11.8422,7.8948,6.4474,3.7368,0,0
"3271","2007-08","Everton","Birmingham",1.4474,1.0264,0.4736,1.579,0.25,0.25,11.6052,12.0526,6.2368,5.8158,12.9474,8.0526,6.9474,4.0526,3,1
"3272","2009-10","Everton","Birmingham",1.7106,0.9736,0.8422,2.0526,0.75,0.25,12.6052,9.921,6.8948,5.3948,14.8422,7.1578,7.8948,3.8422,1,1
"3273","2010-11","Everton","Birmingham",1.7368,1.079,1,1.7894,1,0.5,13.7894,10.0526,7.6842,5.7368,15.8948,9.2632,9.579,5.8422,1,1
"3280","2001-02","Everton","Blackburn",1.7106,1.2632,2,2,0.25,0,10,5,4,2,5,10,2,4,1,2
"3281","2002-03","Everton","Blackburn",1.4474,1.3158,1.1578,1.6316,0.25,0.5,11.8948,8.6316,6.079,4,12.6842,9.579,5.8422,4.579,2,1
"3282","2003-04","Everton","Blackburn",1.421,1.1052,1.3158,1.5526,0.75,0.75,12.2894,9.4736,6.5526,4.5526,13.1316,9.7106,6.7894,4.8948,0,1
"3283","2004-05","Everton","Blackburn",1.4474,1.0264,1.421,1.4736,0.5,0.5,13.3158,10.6578,7.1578,5.5526,13.2632,10.2106,7.6842,5.1578,0,1
"3284","2005-06","Everton","Blackburn",1.3422,0.921,0.9736,1.2894,0,0.5,12.7368,11.3948,6.3948,6.0526,12.2106,10.2368,6.5,4.7894,1,0
"3285","2006-07","Everton","Blackburn",1.2106,0.9736,0.8158,1.2106,0.25,0.25,11.8158,11.6052,6.1316,5.921,11.9736,9.421,5.5,4.4736,1,0
"3286","2007-08","Everton","Blackburn",1.4474,1.0264,1.079,1.421,0.5,0,11.6052,12.0526,6.2368,5.8158,13.6842,9.3158,7.2368,4.6052,1,1
"3287","2008-09","Everton","Blackburn",1.7632,0.8948,1.1842,1.5264,0.5,0.25,12.1316,11,6.4736,5.5,13.3948,10.079,7.8684,5.5,2,3
"3288","2009-10","Everton","Blackburn",1.7106,0.9736,1.1052,1.7368,0.75,1,12.6052,9.921,6.8948,5.3948,11.8158,10.3158,6.7106,5.9474,3,0
"3289","2010-11","Everton","Blackburn",1.7368,1.079,0.8158,1.9474,1.25,0.75,13.7894,10.0526,7.6842,5.7368,12.6578,10,7.2632,5.3948,2,0
"3290","2011-12","Everton","Blackburn",1.7368,1.1578,0.9736,2.1052,1.25,0,15.3158,10.1578,8.5526,5.5264,14.8948,8.8948,8.6842,4.8684,1,1
"3291","2010-11","Everton","Blackpool",1.7368,1.079,2,2,0.25,0.25,13.7894,10.0526,7.6842,5.7368,2,2,2,2,5,3
"3294","2001-02","Everton","Bolton",1.7106,1.2632,2,2,1.5,0.5,10,5,4,2,5,10,2,4,3,1
"3295","2002-03","Everton","Bolton",1.4474,1.3158,1.2632,1.6316,1.5,0.75,11.8948,8.6316,6.079,4,12.4736,8.7894,5.6316,4.2632,0,0
"3296","2003-04","Everton","Bolton",1.421,1.1052,1,1.5264,0.75,0.25,12.2894,9.4736,6.5526,4.5526,12.5526,8.5526,6.0264,4.0526,1,2
"3297","2004-05","Everton","Bolton",1.4474,1.0264,1,1.6316,0.25,0.5,13.3158,10.6578,7.1578,5.5526,12.2632,10.0264,6.7368,4.8948,3,2
"3298","2005-06","Everton","Bolton",1.3422,0.921,1.2632,1.6052,1,1,12.7368,11.3948,6.3948,6.0526,12.3422,10.5264,6.8948,5.1842,0,4
"3299","2006-07","Everton","Bolton",1.2106,0.9736,1.1578,1.421,0.75,1.5,11.8158,11.6052,6.1316,5.921,12.6578,8.7368,6.4474,3.9474,1,0
"3300","2007-08","Everton","Bolton",1.4474,1.0264,1.079,1.579,0.25,1,11.6052,12.0526,6.2368,5.8158,12.4474,7.8422,5.9736,3.5526,2,0
"3301","2008-09","Everton","Bolton",1.7632,0.8948,0.8948,1.7894,0.75,0,12.1316,11,6.4736,5.5,13.1052,8.2368,7,4.3684,3,0
"3302","2009-10","Everton","Bolton",1.7106,0.9736,0.8684,1.7894,1.25,0,12.6052,9.921,6.8948,5.3948,15.3948,9.079,8.8158,5,2,0
"3303","2010-11","Everton","Bolton",1.7368,1.079,0.9474,1.7894,1.25,0,13.7894,10.0526,7.6842,5.7368,15.8684,9.9474,8.6578,5.079,1,1
"3304","2011-12","Everton","Bolton",1.7368,1.1578,0.8948,1.7894,0.75,0.25,15.3158,10.1578,8.5526,5.5264,14.921,11.1052,7.8948,5.5526,1,2
"3305","2015-16","Everton","Bournemouth",1.7106,1.0526,2,2,0.25,0.25,15.3158,12.1578,5.3684,3.3158,2,2,2,2,2,1
"3306","2016-17","Everton","Bournemouth",1.6316,1.3422,1.1578,1.7368,1,1,14.421,12.3422,4.7106,3.6316,12.5264,11.579,4.1578,3.2106,6,3
"3307","2017-18","Everton","Bournemouth",2.0264,1.2106,1.1052,1.8684,2,1,14.6316,11.2632,5.421,3.7106,14.6316,10.8684,5.079,3.421,2,1
"3308","2018-19","Everton","Bournemouth",1.8422,1,1.0264,1.8158,2,1,12.2632,11.4474,4.5264,3.6578,16.1052,10.3422,5.421,3.8158,2,0
"3309","2019-20","Everton","Bournemouth",1.5264,1.1316,1.1842,2,1,0.25,12.3158,11.3422,3.8158,3.921,14.8948,11,4.8684,4.1316,1,3
"3311","2000-01","Everton","Bradford",1.5264,0.8684,0.6316,2.0526,1,1,10,5,4,2,5,10,2,4,2,1
"3312","2017-18","Everton","Brighton",2.0264,1.2106,2,2,0.25,0.25,14.6316,11.2632,5.421,3.7106,2,2,2,2,2,0
"3313","2018-19","Everton","Brighton",1.8422,1,0.5264,1.5264,1,1,12.2632,11.4474,4.5264,3.6578,16.421,8.7368,4.9474,2.4736,3,1
"3314","2019-20","Everton","Brighton",1.5264,1.1316,0.6842,1.6052,1.25,0.25,12.3158,11.3422,3.8158,3.921,17.6316,8.7106,5,2.6842,1,0
"3315","2009-10","Everton","Burnley",1.7106,0.9736,2,2,0.25,0.25,12.6052,9.921,6.8948,5.3948,2,2,2,2,2,0
"3316","2014-15","Everton","Burnley",1.8684,0.9474,2,2,1,1,16.2368,10.7368,7.6842,4.5264,2,2,2,2,1,0
"3317","2016-17","Everton","Burnley",1.6316,1.3422,0.7368,1.6842,0.75,0,14.421,12.3422,4.7106,3.6316,17.7368,10.3684,5.6842,2.8948,3,1
"3318","2017-18","Everton","Burnley",2.0264,1.2106,0.6842,1.8422,1,0.25,14.6316,11.2632,5.421,3.7106,19.6316,9.4736,6.6842,2.9474,0,1
"3319","2018-19","Everton","Burnley",1.8422,1,0.8684,1.5,0.75,0.5,12.2632,11.4474,4.5264,3.6578,17.6842,9.2632,5.5526,3.079,2,0
"3320","2019-20","Everton","Burnley",1.5264,1.1316,1.079,1.5264,0.5,0.25,12.3158,11.3422,3.8158,3.921,17.421,8.4474,5.2632,2.8948,1,0
"3321","2013-14","Everton","Cardiff",1.6052,0.8422,2,2,0.25,0.25,15.079,9.421,8.3684,5.2894,2,2,2,2,2,1
"3322","2018-19","Everton","Cardiff",1.8422,1,2,2,1,1,12.2632,11.4474,4.5264,3.6578,2,2,2,2,1,0
"3324","2000-01","Everton","Charlton",1.5264,0.8684,1.1052,1.8948,1,1,10,5,4,2,5,10,2,4,3,0
"3325","2001-02","Everton","Charlton",1.7106,1.2632,1,2,1.75,0.25,10,5,4,2,5,10,2,4,0,3
"3326","2002-03","Everton","Charlton",1.4474,1.3158,0.8948,1.5,0.75,0.75,11.8948,8.6316,6.079,4,14.1578,9.0264,6.5264,4.6316,1,0
"3327","2003-04","Everton","Charlton",1.421,1.1052,0.8948,1.1842,0.25,0.75,12.2894,9.4736,6.5526,4.5526,14.2894,8.5264,6.8158,4.2632,0,1
"3328","2004-05","Everton","Charlton",1.4474,1.0264,1.079,1.2632,0.25,0.25,13.3158,10.6578,7.1578,5.5526,14.7894,8.3158,7.7632,4.421,0,1
"3329","2005-06","Everton","Charlton",1.3422,0.921,0.921,1.3422,0,0.5,12.7368,11.3948,6.3948,6.0526,14.7368,8.0526,8.2368,3.8948,3,1
"3330","2006-07","Everton","Charlton",1.2106,0.9736,0.8422,1.6578,0.75,0.5,11.8158,11.6052,6.1316,5.921,14.4474,7.7106,8.0264,3.8684,2,1
"3338","2000-01","Everton","Chelsea",1.5264,0.8684,1.2106,1.0264,0.25,0.25,10,5,4,2,5,10,2,4,2,1
"3339","2001-02","Everton","Chelsea",1.7106,1.2632,1.1052,1.2368,0.75,0.5,10,5,4,2,5,10,2,4,0,0
"3340","2002-03","Everton","Chelsea",1.4474,1.3158,1.2368,1.1052,0.5,0.25,11.8948,8.6316,6.079,4,10.921,11.1316,5.5526,4.8684,1,3
"3341","2003-04","Everton","Chelsea",1.421,1.1052,1.3158,1.0526,0.25,0.75,12.2894,9.4736,6.5526,4.5526,10.421,11.1316,5.5526,5.421,0,1
"3342","2004-05","Everton","Chelsea",1.4474,1.0264,1.579,1.0526,0.25,1,13.3158,10.6578,7.1578,5.5526,10.7106,11.8684,5.6316,6.5,0,1
"3343","2005-06","Everton","Chelsea",1.3422,0.921,1.8422,0.6842,0,0.5,12.7368,11.3948,6.3948,6.0526,10.1578,12.6316,4.8684,7.1316,1,1
"3344","2006-07","Everton","Chelsea",1.2106,0.9736,1.6316,0.579,0.25,0.5,11.8158,11.6052,6.1316,5.921,8.4736,13.3158,4.1316,7.4474,2,3
"3345","2007-08","Everton","Chelsea",1.4474,1.0264,1.3684,0.6842,0.75,1,11.6052,12.0526,6.2368,5.8158,8.4736,12.8948,3.9474,6.7894,0,1
"3346","2008-09","Everton","Chelsea",1.7632,0.8948,1.4736,0.6842,0.5,1,12.1316,11,6.4736,5.5,10.5,12.0526,4.9736,6.4474,0,0
"3347","2009-10","Everton","Chelsea",1.7106,0.9736,1.6842,0.6578,0,0.25,12.6052,9.921,6.8948,5.3948,11.4736,13.421,6.1578,7.5,2,1
"3348","2010-11","Everton","Chelsea",1.7368,1.079,1.8422,0.7894,0.5,0.25,13.7894,10.0526,7.6842,5.7368,9.8684,15.579,5.4736,8.4736,1,0
"3349","2011-12","Everton","Chelsea",1.7368,1.1578,1.7106,1,0.75,0.25,15.3158,10.1578,8.5526,5.5264,9.421,16.2894,5.1578,8.6316,2,0
"3350","2012-13","Everton","Chelsea",1.5526,1,1.421,1.1052,0.75,0,14.7106,9.8684,8,5.3158,11.3158,15.7106,6.5,8.6052,1,2
"3351","2013-14","Everton","Chelsea",1.6052,0.8422,1.5264,1.1842,0.75,0.5,15.079,9.421,8.3684,5.2894,12.7632,13.3684,7.5264,7.6316,1,0
"3352","2014-15","Everton","Chelsea",1.8684,0.9474,1.6316,1.0264,0.5,0.5,16.2368,10.7368,7.6842,4.5264,12.6842,14.3684,5.6052,5.9474,3,6
"3353","2015-16","Everton","Chelsea",1.7106,1.0526,1.7106,1.0264,1,1.5,15.3158,12.1578,5.3684,3.3158,12.3948,14.9736,3.6316,4.7632,3,1
"3354","2016-17","Everton","Chelsea",1.6316,1.3422,1.6842,1.2106,1.5,1.75,14.421,12.3422,4.7106,3.6316,12.4736,12.4736,4.1052,4.421,0,3
"3355","2017-18","Everton","Chelsea",2.0264,1.2106,1.5,1.0264,0.75,1,14.6316,11.2632,5.421,3.7106,10.7368,12.8422,3.5,4.2894,0,0
"3356","2018-19","Everton","Chelsea",1.8422,1,1.6316,1,0,0.75,12.2632,11.4474,4.5264,3.6578,9.921,13.5264,3.079,4.5,2,0
"3357","2019-20","Everton","Chelsea",1.5264,1.1316,1.4736,1.2894,0.5,0,12.3158,11.3422,3.8158,3.921,10.5,13.9736,3.8684,4.421,3,1
"3365","2000-01","Everton","Coventry",1.5264,0.8684,0.579,1.6316,0.75,0.25,10,5,4,2,5,10,2,4,1,2
"3368","2004-05","Everton","Crystal Palace",1.4474,1.0264,2,2,1,0.75,13.3158,10.6578,7.1578,5.5526,2,2,2,2,4,0
"3369","2013-14","Everton","Crystal Palace",1.6052,0.8422,2,2,1.25,0.5,15.079,9.421,8.3684,5.2894,2,2,2,2,2,3
"3370","2014-15","Everton","Crystal Palace",1.8684,0.9474,0.7894,1.3158,1.5,0.75,16.2368,10.7368,7.6842,4.5264,14.0526,10.4736,4.6842,3.5264,2,3
"3371","2015-16","Everton","Crystal Palace",1.7106,1.0526,1.079,1.2894,1,1.5,15.3158,12.1578,5.3684,3.3158,15.2106,10.3684,4.3684,3.421,1,1
"3372","2016-17","Everton","Crystal Palace",1.6316,1.3422,1.2106,1.3684,0.75,1,14.421,12.3422,4.7106,3.6316,16.8422,10.6842,4.5264,3.3158,1,1
"3373","2017-18","Everton","Crystal Palace",2.0264,1.2106,1.2106,1.7368,0.5,0.5,14.6316,11.2632,5.421,3.7106,16.3158,11.1842,5.0526,3.3422,3,1
"3374","2018-19","Everton","Crystal Palace",1.8422,1,1.1052,1.7368,1,0.5,12.2632,11.4474,4.5264,3.6578,14.3948,11.1052,5.0526,3.2632,2,0
"3375","2019-20","Everton","Crystal Palace",1.5264,1.1316,1.2632,1.5264,1.25,0.25,12.3158,11.3422,3.8158,3.921,14.6842,10.6578,5.079,3.421,3,1
"3380","2000-01","Everton","Derby",1.5264,0.8684,1.0526,1.5264,0.5,0.25,10,5,4,2,5,10,2,4,2,2
"3381","2001-02","Everton","Derby",1.7106,1.2632,0.9474,1.7632,1,0.75,10,5,4,2,5,10,2,4,1,0
"3382","2007-08","Everton","Derby",1.4474,1.0264,2,2,0.75,0.5,11.6052,12.0526,6.2368,5.8158,2,2,2,2,1,0
"3383","2001-02","Everton","Fulham",1.7106,1.2632,2,2,0.25,0.25,10,5,4,2,5,10,2,4,2,1
"3384","2002-03","Everton","Fulham",1.4474,1.3158,0.7894,1.4736,1,1,11.8948,8.6316,6.079,4,11.4736,8.9474,5.7894,3.579,2,0
"3385","2003-04","Everton","Fulham",1.421,1.1052,0.7894,1.579,1,0.25,12.2894,9.4736,6.5526,4.5526,11.9736,8.6578,6.2894,3.921,3,1
"3386","2004-05","Everton","Fulham",1.4474,1.0264,1,1.5,1.25,0.25,13.3158,10.6578,7.1578,5.5526,12.8948,9.1578,7.2632,4.8422,1,0
"3387","2005-06","Everton","Fulham",1.3422,0.921,1.2106,1.5526,1,0.25,12.7368,11.3948,6.3948,6.0526,13.2632,9.1842,7.7106,4.9474,3,1
"3388","2006-07","Everton","Fulham",1.2106,0.9736,1.0526,1.8684,1,0.25,11.8158,11.6052,6.1316,5.921,13.5264,8.8948,7.6842,4.2894,4,1
"3389","2007-08","Everton","Fulham",1.4474,1.0264,0.9736,2.079,1.75,0.5,11.6052,12.0526,6.2368,5.8158,13.8422,8.8948,7.3948,4.1052,3,0
"3390","2008-09","Everton","Fulham",1.7632,0.8948,0.9474,1.8684,1.75,0.25,12.1316,11,6.4736,5.5,14.0264,9.0264,7.2106,4.5,1,0
"3391","2009-10","Everton","Fulham",1.7106,0.9736,0.7106,1.2368,1,0,12.6052,9.921,6.8948,5.3948,13.8158,10.079,7.1052,5.0264,2,1
"3392","2010-11","Everton","Fulham",1.7368,1.079,0.6052,1.2894,0.75,0.25,13.7894,10.0526,7.6842,5.7368,14.0526,9.3422,7.4736,4.8422,2,1
"3393","2011-12","Everton","Fulham",1.7368,1.1578,0.8158,1.3422,1,0.5,15.3158,10.1578,8.5526,5.5264,13.6842,9.7894,7.4736,5.1316,4,0
"3394","2012-13","Everton","Fulham",1.5526,1,0.8158,1.1842,1.5,0.25,14.7106,9.8684,8,5.3158,14.3422,10.6316,7.8948,5.7368,1,0
"3395","2013-14","Everton","Fulham",1.6052,0.8422,0.8948,1.4474,1.25,0,15.079,9.421,8.3684,5.2894,16.2894,9.3422,8.9736,5.5526,4,1
"3396","2018-19","Everton","Fulham",1.8422,1,2,2,1.25,0.25,12.2632,11.4474,4.5264,3.6578,2,2,2,2,3,0
"3397","2017-18","Everton","Huddersfield",2.0264,1.2106,2,2,0.25,0.25,14.6316,11.2632,5.421,3.7106,2,2,2,2,2,0
"3398","2018-19","Everton","Huddersfield",1.8422,1,0.6316,1.7368,1,1,12.2632,11.4474,4.5264,3.6578,13.421,8.0526,4.6316,2.9474,1,1
"3399","2008-09","Everton","Hull",1.7632,0.8948,2,2,0.25,0.25,12.1316,11,6.4736,5.5,2,2,2,2,2,0
"3400","2009-10","Everton","Hull",1.7106,0.9736,1.1052,1.4736,1,1,12.6052,9.921,6.8948,5.3948,16.4736,10.8422,8.8422,5.6842,5,1
"3401","2013-14","Everton","Hull",1.6052,0.8422,2,2,1.75,0.25,15.079,9.421,8.3684,5.2894,2,2,2,2,2,1
"3402","2014-15","Everton","Hull",1.8684,0.9474,0.9474,1.6842,1.75,0.5,16.2368,10.7368,7.6842,4.5264,15.2632,9.421,4.7368,2.9474,1,1
"3403","2016-17","Everton","Hull",1.6316,1.3422,0.7368,1.421,0.75,0.5,14.421,12.3422,4.7106,3.6316,14.2632,9.7894,4.3684,2.7894,4,0
"3406","2000-01","Everton","Ipswich",1.5264,0.8684,2,2,1,0.25,10,5,4,2,5,10,2,4,0,3
"3407","2001-02","Everton","Ipswich",1.7106,1.2632,1.3684,1.421,1,1,10,5,4,2,5,10,2,4,1,2
"3415","2000-01","Everton","Leeds",1.5264,0.8684,1.5526,1.3158,1,1,10,5,4,2,5,10,2,4,2,2
"3416","2001-02","Everton","Leeds",1.7106,1.2632,1.5,1.2368,1.5,1.5,10,5,4,2,5,10,2,4,0,0
"3417","2002-03","Everton","Leeds",1.4474,1.3158,1.3158,1,0.5,0.5,11.8948,8.6316,6.079,4,11.8948,10.1316,5.1316,5.2106,2,0
"3418","2003-04","Everton","Leeds",1.421,1.1052,1.4474,1.2368,0.5,0,12.2894,9.4736,6.5526,4.5526,13.6316,9.3422,5.7106,5.2894,4,0
"3424","2000-01","Everton","Leicester",1.5264,0.8684,1.0264,1.3684,0.5,0.5,10,5,4,2,5,10,2,4,2,1
"3425","2001-02","Everton","Leicester",1.7106,1.2632,0.921,1.5526,1,0.75,10,5,4,2,5,10,2,4,2,2
"3426","2003-04","Everton","Leicester",1.421,1.1052,0.7894,1.579,1,0.75,12.2894,9.4736,6.5526,4.5526,12.7368,6.579,6.6842,3.5264,3,2
"3427","2014-15","Everton","Leicester",1.8684,0.9474,2,2,1.25,1,16.2368,10.7368,7.6842,4.5264,2,2,2,2,2,2
"3428","2015-16","Everton","Leicester",1.7106,1.0526,0.9474,1.7368,1.25,1,15.3158,12.1578,5.3684,3.3158,16.6842,9.579,5.3158,2.8422,2,3
"3429","2016-17","Everton","Leicester",1.6316,1.3422,1.3422,1.3422,1,1.25,14.421,12.3422,4.7106,3.6316,15.8422,11.2894,4.6052,3.8422,4,2
"3430","2017-18","Everton","Leicester",2.0264,1.2106,1.3158,1.4736,1.5,1.25,14.6316,11.2632,5.421,3.7106,15.3158,11.5526,4.579,4.0526,2,1
"3431","2018-19","Everton","Leicester",1.8422,1,1.2632,2,1.5,0.75,12.2632,11.4474,4.5264,3.6578,15.0264,10.1842,5.2368,3.5526,0,1
"3432","2019-20","Everton","Leicester",1.5264,1.1316,1.5264,1.7368,0.5,0.5,12.3158,11.3422,3.8158,3.921,13.5,10.8422,4.6316,4.1578,2,1
"3440","2000-01","Everton","Liverpool",1.5264,0.8684,1.2368,1.1052,0,0,10,5,4,2,5,10,2,4,2,3
"3441","2001-02","Everton","Liverpool",1.7106,1.2632,1.421,1.1052,0.5,0.75,10,5,4,2,5,10,2,4,1,3
"3442","2002-03","Everton","Liverpool",1.4474,1.3158,1.7106,1.079,0.75,1.5,11.8948,8.6316,6.079,4,10.2894,10.4474,4.9736,5.6842,1,2
"3443","2003-04","Everton","Liverpool",1.421,1.1052,1.7106,1.079,0.5,1.25,12.2894,9.4736,6.5526,4.5526,10.4474,10.4736,5.0526,5.7894,0,3
"3444","2004-05","Everton","Liverpool",1.4474,1.0264,1.5,1.2368,0.25,1.25,13.3158,10.6578,7.1578,5.5526,10.2368,12.1316,5.2894,6.7106,1,0
"3445","2005-06","Everton","Liverpool",1.3422,0.921,1.2368,1.2632,0.25,0.75,12.7368,11.3948,6.3948,6.0526,9.579,12.3684,5.1842,6.5264,1,3
"3446","2006-07","Everton","Liverpool",1.2106,0.9736,1.2106,1.1316,0.5,0.75,11.8158,11.6052,6.1316,5.921,8.0526,11.4474,4.5,5.5264,3,0
"3447","2007-08","Everton","Liverpool",1.4474,1.0264,1.1316,0.9736,1,0.75,11.6052,12.0526,6.2368,5.8158,7.5526,12.2368,4.0526,6.079,1,2
"3448","2008-09","Everton","Liverpool",1.7632,0.8948,1.1052,0.921,1,0.5,12.1316,11,6.4736,5.5,8.079,13.7106,4.1052,7.1052,0,2
"3449","2009-10","Everton","Liverpool",1.7106,0.9736,1.579,0.7632,0.25,1,12.6052,9.921,6.8948,5.3948,8.1316,13.7894,4.1052,7.2368,0,2
"3450","2010-11","Everton","Liverpool",1.7368,1.079,1.421,0.8948,0,1,13.7894,10.0526,7.6842,5.7368,9,12.1842,4.8684,6.5526,2,0
"3451","2011-12","Everton","Liverpool",1.7368,1.1578,1.0526,1.3158,0.5,0.5,15.3158,10.1578,8.5526,5.5264,11.1842,11.3948,6.2106,6.3684,0,2
"3452","2012-13","Everton","Liverpool",1.5526,1,1.1842,1.421,0.5,0.5,14.7106,9.8684,8,5.3158,12.0264,13,6.579,7.4736,2,2
"3453","2013-14","Everton","Liverpool",1.6052,0.8422,1.6052,1.3422,0.5,1,15.079,9.421,8.3684,5.2894,11.8158,14.5,6.6052,8.6052,3,3
"3454","2014-15","Everton","Liverpool",1.8684,0.9474,2.2632,1.5526,1.25,1.25,16.2368,10.7368,7.6842,4.5264,12.6316,14.6052,5.6316,7.3684,0,0
"3455","2015-16","Everton","Liverpool",1.7106,1.0526,1.8422,1.579,0.75,0.75,15.3158,12.1578,5.3684,3.3158,12.6842,14.1578,4.2894,5.3158,1,1
"3456","2016-17","Everton","Liverpool",1.6316,1.3422,1.3684,1.4736,0.25,0.25,14.421,12.3422,4.7106,3.6316,11.7894,13.6578,4.1316,4.8158,0,1
"3457","2017-18","Everton","Liverpool",2.0264,1.2106,1.6578,1.3684,0.25,0.5,14.6316,11.2632,5.421,3.7106,10.2368,14.921,3.8422,5.3684,0,0
"3458","2018-19","Everton","Liverpool",1.8422,1,1.8948,1.3684,0,0.25,12.2632,11.4474,4.5264,3.6578,8.6842,15.4736,3.5526,5.4474,0,0
